2019-10-02T00:00:00,2019-10-02,00:00:00,1277.40
2019-10-02T00:00:02,2019-10-02,00:00:02,1274.86
2019-10-02T00:00:04,2019-10-02,00:00:04,1274.50
2019-10-02T00:00:06,2019-10-02,00:00:06,1274.27
2019-10-02T00:00:08,2019-10-02,00:00:08,1276.40
2019-10-02T00:00:10,2019-10-02,00:00:10,1273.59
2019-10-02T00:00:12,2019-10-02,00:00:12,1277.26
2019-10-02T00:00:14,2019-10-02,00:00:14,1276.58
2019-10-02T00:00:16,2019-10-02,00:00:16,1277.22
2019-10-02T00:00:18,2019-10-02,00:00:18,1273.14
2019-10-02T00:00:21,2019-10-02,00:00:21,1275.54
2019-10-02T00:00:23,2019-10-02,00:00:23,1277.35
2019-10-02T00:00:25,2019-10-02,00:00:25,1275.00
2019-10-02T00:00:27,2019-10-02,00:00:27,1275.13
2019-10-02T00:00:29,2019-10-02,00:00:29,1277.22
2019-10-02T00:00:31,2019-10-02,00:00:31,1277.31
2019-10-02T00:00:33,2019-10-02,00:00:33,1277.04
2019-10-02T00:00:35,2019-10-02,00:00:35,1278.26
2019-10-02T00:00:37,2019-10-02,00:00:37,1274.68
2019-10-02T00:00:40,2019-10-02,00:00:40,1274.91
2019-10-02T00:00:42,2019-10-02,00:00:42,1274.45
2019-10-02T00:00:44,2019-10-02,00:00:44,1275.36
2019-10-02T00:00:46,2019-10-02,00:00:46,1274.95
2019-10-02T00:00:48,2019-10-02,00:00:48,1274.36
2019-10-02T00:00:50,2019-10-02,00:00:50,1277.35
2019-10-02T00:00:52,2019-10-02,00:00:52,1275.68
2019-10-02T00:00:54,2019-10-02,00:00:54,1276.31
2019-10-02T00:00:56,2019-10-02,00:00:56,1276.67
2019-10-02T00:00:59,2019-10-02,00:00:59,1273.73
2019-10-02T00:01:01,2019-10-02,00:01:01,1277.13
2019-10-02T00:01:03,2019-10-02,00:01:03,1277.17
2019-10-02T00:01:05,2019-10-02,00:01:05,1276.67
2019-10-02T00:01:07,2019-10-02,00:01:07,1275.04
2019-10-02T00:01:09,2019-10-02,00:01:09,1276.13
2019-10-02T00:01:11,2019-10-02,00:01:11,1274.59
2019-10-02T00:01:13,2019-10-02,00:01:13,1276.54
2019-10-02T00:01:15,2019-10-02,00:01:15,1274.82
2019-10-02T00:01:17,2019-10-02,00:01:17,1276.77
2019-10-02T00:01:20,2019-10-02,00:01:20,1275.09
2019-10-02T00:01:22,2019-10-02,00:01:22,1275.36
2019-10-02T00:01:24,2019-10-02,00:01:24,1276.49
2019-10-02T00:01:26,2019-10-02,00:01:26,1275.45
2019-10-02T00:01:28,2019-10-02,00:01:28,1274.05
2019-10-02T00:01:30,2019-10-02,00:01:30,1277.99
2019-10-02T00:01:32,2019-10-02,00:01:32,1275.95
2019-10-02T00:01:34,2019-10-02,00:01:34,1277.08
2019-10-02T00:01:36,2019-10-02,00:01:36,1277.40
2019-10-02T00:01:38,2019-10-02,00:01:38,1272.46
2019-10-02T00:01:41,2019-10-02,00:01:41,1276.77
2019-10-02T00:01:43,2019-10-02,00:01:43,1276.90
2019-10-02T00:01:45,2019-10-02,00:01:45,1274.54
2019-10-02T00:01:47,2019-10-02,00:01:47,1278.17
2019-10-02T00:01:49,2019-10-02,00:01:49,1275.54
2019-10-02T00:01:51,2019-10-02,00:01:51,1278.49
2019-10-02T00:01:53,2019-10-02,00:01:53,1277.85
2019-10-02T00:01:55,2019-10-02,00:01:55,1276.09
2019-10-02T00:01:57,2019-10-02,00:01:57,1274.05
2019-10-02T00:02:00,2019-10-02,00:02:00,1273.82
2019-10-02T00:02:02,2019-10-02,00:02:02,1277.54
2019-10-02T00:02:04,2019-10-02,00:02:04,1278.17
2019-10-02T00:02:06,2019-10-02,00:02:06,1273.77
2019-10-02T00:02:08,2019-10-02,00:02:08,1275.86
2019-10-02T00:02:10,2019-10-02,00:02:10,1275.09
2019-10-02T00:02:12,2019-10-02,00:02:12,1275.22
2019-10-02T00:02:14,2019-10-02,00:02:14,1277.22
2019-10-02T00:02:17,2019-10-02,00:02:17,1275.50
2019-10-02T00:02:19,2019-10-02,00:02:19,1274.82
2019-10-02T00:02:21,2019-10-02,00:02:21,1277.26
2019-10-02T00:02:23,2019-10-02,00:02:23,1274.23
2019-10-02T00:02:25,2019-10-02,00:02:25,1275.95
2019-10-02T00:02:27,2019-10-02,00:02:27,1276.22
2019-10-02T00:02:29,2019-10-02,00:02:29,1273.77
2019-10-02T00:02:31,2019-10-02,00:02:31,1277.13
2019-10-02T00:02:33,2019-10-02,00:02:33,1274.23
2019-10-02T00:02:36,2019-10-02,00:02:36,1276.40
2019-10-02T00:02:38,2019-10-02,00:02:38,1274.14
2019-10-02T00:02:40,2019-10-02,00:02:40,1275.86
2019-10-02T00:02:42,2019-10-02,00:02:42,1280.62
2019-10-02T00:02:44,2019-10-02,00:02:44,1273.86
2019-10-02T00:02:46,2019-10-02,00:02:46,1280.03
2019-10-02T00:02:48,2019-10-02,00:02:48,1274.50
2019-10-02T00:02:50,2019-10-02,00:02:50,1277.67
2019-10-02T00:02:53,2019-10-02,00:02:53,1276.27
2019-10-02T00:02:55,2019-10-02,00:02:55,1275.13
2019-10-02T00:02:57,2019-10-02,00:02:57,1275.41
2019-10-02T00:02:59,2019-10-02,00:02:59,1276.77
2019-10-02T00:03:01,2019-10-02,00:03:01,1276.58
2019-10-02T00:03:03,2019-10-02,00:03:03,1276.72
2019-10-02T00:03:05,2019-10-02,00:03:05,1274.09
2019-10-02T00:03:07,2019-10-02,00:03:07,1275.90
2019-10-02T00:03:09,2019-10-02,00:03:09,1276.77
2019-10-02T00:03:12,2019-10-02,00:03:12,1277.58
2019-10-02T00:03:14,2019-10-02,00:03:14,1275.22
2019-10-02T00:03:16,2019-10-02,00:03:16,1273.09
2019-10-02T00:03:18,2019-10-02,00:03:18,1276.58
2019-10-02T00:03:20,2019-10-02,00:03:20,1276.90
2019-10-02T00:03:22,2019-10-02,00:03:22,1275.77
2019-10-02T00:03:24,2019-10-02,00:03:24,1276.18
2019-10-02T00:03:26,2019-10-02,00:03:26,1276.49
2019-10-02T00:03:29,2019-10-02,00:03:29,1275.72
2019-10-02T00:03:31,2019-10-02,00:03:31,1275.45
2019-10-02T00:03:33,2019-10-02,00:03:33,1273.96
2019-10-02T00:03:35,2019-10-02,00:03:35,1277.40
2019-10-02T00:03:37,2019-10-02,00:03:37,1274.32
2019-10-02T00:03:39,2019-10-02,00:03:39,1278.44
2019-10-02T00:03:41,2019-10-02,00:03:41,1275.86
2019-10-02T00:03:43,2019-10-02,00:03:43,1276.13
2019-10-02T00:03:45,2019-10-02,00:03:45,1276.40
2019-10-02T00:03:48,2019-10-02,00:03:48,1276.63
2019-10-02T00:03:50,2019-10-02,00:03:50,1274.77
2019-10-02T00:03:52,2019-10-02,00:03:52,1274.77
2019-10-02T00:03:54,2019-10-02,00:03:54,1275.54
2019-10-02T00:03:56,2019-10-02,00:03:56,1275.59
2019-10-02T00:03:58,2019-10-02,00:03:58,1273.00
2019-10-02T00:04:00,2019-10-02,00:04:00,1276.09
2019-10-02T00:04:02,2019-10-02,00:04:02,1277.72
2019-10-02T00:04:04,2019-10-02,00:04:04,1274.27
2019-10-02T00:04:07,2019-10-02,00:04:07,1275.54
2019-10-02T00:04:09,2019-10-02,00:04:09,1277.08
2019-10-02T00:04:11,2019-10-02,00:04:11,1274.59
2019-10-02T00:04:13,2019-10-02,00:04:13,1276.99
2019-10-02T00:04:15,2019-10-02,00:04:15,1276.90
2019-10-02T00:04:17,2019-10-02,00:04:17,1275.09
2019-10-02T00:04:19,2019-10-02,00:04:19,1275.32
2019-10-02T00:04:21,2019-10-02,00:04:21,1275.99
2019-10-02T00:04:23,2019-10-02,00:04:23,1276.09
2019-10-02T00:04:26,2019-10-02,00:04:26,1278.26
2019-10-02T00:04:28,2019-10-02,00:04:28,1279.21
2019-10-02T00:04:30,2019-10-02,00:04:30,1275.22
2019-10-02T00:04:32,2019-10-02,00:04:32,1277.26
2019-10-02T00:04:34,2019-10-02,00:04:34,1277.81
2019-10-02T00:04:36,2019-10-02,00:04:36,1275.86
2019-10-02T00:04:38,2019-10-02,00:04:38,1275.45
2019-10-02T00:04:40,2019-10-02,00:04:40,1275.41
2019-10-02T00:04:42,2019-10-02,00:04:42,1275.22
2019-10-02T00:04:44,2019-10-02,00:04:44,1275.63
2019-10-02T00:04:46,2019-10-02,00:04:46,1276.95
2019-10-02T00:04:49,2019-10-02,00:04:49,1277.04
2019-10-02T00:04:51,2019-10-02,00:04:51,1275.72
2019-10-02T00:04:53,2019-10-02,00:04:53,1273.96
2019-10-02T00:04:55,2019-10-02,00:04:55,1274.18
2019-10-02T00:04:57,2019-10-02,00:04:57,1274.73
2019-10-02T00:04:59,2019-10-02,00:04:59,1276.40
2019-10-02T00:05:01,2019-10-02,00:05:01,1276.36
2019-10-02T00:05:03,2019-10-02,00:05:03,1275.77
2019-10-02T00:05:06,2019-10-02,00:05:06,1277.22
2019-10-02T00:05:08,2019-10-02,00:05:08,1276.04
2019-10-02T00:05:10,2019-10-02,00:05:10,1277.31
2019-10-02T00:05:12,2019-10-02,00:05:12,1276.99
2019-10-02T00:05:14,2019-10-02,00:05:14,1276.22
2019-10-02T00:05:16,2019-10-02,00:05:16,1275.95
2019-10-02T00:05:18,2019-10-02,00:05:18,1275.59
2019-10-02T00:05:20,2019-10-02,00:05:20,1276.31
2019-10-02T00:05:22,2019-10-02,00:05:22,1273.00
2019-10-02T00:05:25,2019-10-02,00:05:25,1275.32
2019-10-02T00:05:27,2019-10-02,00:05:27,1277.76
2019-10-02T00:05:29,2019-10-02,00:05:29,1274.77
2019-10-02T00:05:31,2019-10-02,00:05:31,1275.81
2019-10-02T00:05:33,2019-10-02,00:05:33,1278.17
2019-10-02T00:05:35,2019-10-02,00:05:35,1275.81
2019-10-02T00:05:37,2019-10-02,00:05:37,1275.13
2019-10-02T00:05:39,2019-10-02,00:05:39,1276.58
2019-10-02T00:05:41,2019-10-02,00:05:41,1275.77
2019-10-02T00:05:43,2019-10-02,00:05:43,1277.04
2019-10-02T00:05:46,2019-10-02,00:05:46,1276.40
2019-10-02T00:05:48,2019-10-02,00:05:48,1276.63
2019-10-02T00:05:50,2019-10-02,00:05:50,1274.91
2019-10-02T00:05:52,2019-10-02,00:05:52,1276.77
2019-10-02T00:05:54,2019-10-02,00:05:54,1276.22
2019-10-02T00:05:56,2019-10-02,00:05:56,1276.45
2019-10-02T00:05:58,2019-10-02,00:05:58,1274.54
2019-10-02T00:06:00,2019-10-02,00:06:00,1277.67
2019-10-02T00:06:02,2019-10-02,00:06:02,1273.41
2019-10-02T00:06:05,2019-10-02,00:06:05,1275.04
2019-10-02T00:06:07,2019-10-02,00:06:07,1278.81
2019-10-02T00:06:09,2019-10-02,00:06:09,1275.13
2019-10-02T00:06:11,2019-10-02,00:06:11,1276.13
2019-10-02T00:06:13,2019-10-02,00:06:13,1274.36
2019-10-02T00:06:15,2019-10-02,00:06:15,1277.63
2019-10-02T00:06:17,2019-10-02,00:06:17,1275.41
2019-10-02T00:06:19,2019-10-02,00:06:19,1274.64
2019-10-02T00:06:21,2019-10-02,00:06:21,1275.27
2019-10-02T00:06:24,2019-10-02,00:06:24,1277.67
2019-10-02T00:06:26,2019-10-02,00:06:26,1275.54
2019-10-02T00:06:28,2019-10-02,00:06:28,1276.81
2019-10-02T00:06:30,2019-10-02,00:06:30,1273.41
2019-10-02T00:06:32,2019-10-02,00:06:32,1272.82
2019-10-02T00:06:34,2019-10-02,00:06:34,1276.22
2019-10-02T00:06:36,2019-10-02,00:06:36,1276.54
2019-10-02T00:06:38,2019-10-02,00:06:38,1275.45
2019-10-02T00:06:40,2019-10-02,00:06:40,1276.22
2019-10-02T00:06:43,2019-10-02,00:06:43,1275.09
2019-10-02T00:06:45,2019-10-02,00:06:45,1273.96
2019-10-02T00:06:47,2019-10-02,00:06:47,1275.45
2019-10-02T00:06:49,2019-10-02,00:06:49,1275.32
2019-10-02T00:06:51,2019-10-02,00:06:51,1274.86
2019-10-02T00:06:53,2019-10-02,00:06:53,1277.31
2019-10-02T00:06:55,2019-10-02,00:06:55,1275.09
2019-10-02T00:06:57,2019-10-02,00:06:57,1277.22
2019-10-02T00:06:59,2019-10-02,00:06:59,1277.49
2019-10-02T00:07:01,2019-10-02,00:07:01,1276.40
2019-10-02T00:07:04,2019-10-02,00:07:04,1275.41
2019-10-02T00:07:06,2019-10-02,00:07:06,1275.41
2019-10-02T00:07:08,2019-10-02,00:07:08,1275.22
2019-10-02T00:07:10,2019-10-02,00:07:10,1275.32
2019-10-02T00:07:12,2019-10-02,00:07:12,1279.12
2019-10-02T00:07:14,2019-10-02,00:07:14,1277.49
2019-10-02T00:07:16,2019-10-02,00:07:16,1277.08
2019-10-02T00:07:18,2019-10-02,00:07:18,1277.45
2019-10-02T00:07:21,2019-10-02,00:07:21,1277.81
2019-10-02T00:07:23,2019-10-02,00:07:23,1273.32
2019-10-02T00:07:25,2019-10-02,00:07:25,1276.40
2019-10-02T00:07:27,2019-10-02,00:07:27,1276.63
2019-10-02T00:07:29,2019-10-02,00:07:29,1277.04
2019-10-02T00:07:31,2019-10-02,00:07:31,1276.54
2019-10-02T00:07:33,2019-10-02,00:07:33,1276.90
2019-10-02T00:07:35,2019-10-02,00:07:35,1276.72
2019-10-02T00:07:37,2019-10-02,00:07:37,1275.04
2019-10-02T00:07:39,2019-10-02,00:07:39,1278.22
2019-10-02T00:07:41,2019-10-02,00:07:41,1273.82
2019-10-02T00:07:44,2019-10-02,00:07:44,1272.91
2019-10-02T00:07:46,2019-10-02,00:07:46,1276.04
2019-10-02T00:07:48,2019-10-02,00:07:48,1276.81
2019-10-02T00:07:50,2019-10-02,00:07:50,1276.54
2019-10-02T00:07:52,2019-10-02,00:07:52,1276.90
2019-10-02T00:07:54,2019-10-02,00:07:54,1274.00
2019-10-02T00:07:56,2019-10-02,00:07:56,1275.63
2019-10-02T00:07:58,2019-10-02,00:07:58,1274.41
2019-10-02T00:08:00,2019-10-02,00:08:00,1275.68
2019-10-02T00:08:03,2019-10-02,00:08:03,1276.95
2019-10-02T00:08:05,2019-10-02,00:08:05,1277.72
2019-10-02T00:08:07,2019-10-02,00:08:07,1274.18
2019-10-02T00:08:09,2019-10-02,00:08:09,1273.96
2019-10-02T00:08:11,2019-10-02,00:08:11,1276.49
2019-10-02T00:08:13,2019-10-02,00:08:13,1276.58
2019-10-02T00:08:15,2019-10-02,00:08:15,1273.14
2019-10-02T00:08:17,2019-10-02,00:08:17,1276.77
2019-10-02T00:08:19,2019-10-02,00:08:19,1275.81
2019-10-02T00:08:22,2019-10-02,00:08:22,1274.91
2019-10-02T00:08:24,2019-10-02,00:08:24,1273.91
2019-10-02T00:08:26,2019-10-02,00:08:26,1274.05
2019-10-02T00:08:28,2019-10-02,00:08:28,1275.04
2019-10-02T00:08:30,2019-10-02,00:08:30,1278.85
2019-10-02T00:08:32,2019-10-02,00:08:32,1275.63
2019-10-02T00:08:34,2019-10-02,00:08:34,1272.37
2019-10-02T00:08:36,2019-10-02,00:08:36,1272.60
2019-10-02T00:08:38,2019-10-02,00:08:38,1276.31
