2019-12-16T00:00:02,2019-12-16,00:00:02,-26.24,6379.71,0,0
2019-12-16T00:00:04,2019-12-16,00:00:04,-21.76,19943.56,0,0
2019-12-16T00:00:06,2019-12-16,00:00:06,-22.48,7558.36,0,0
2019-12-16T00:00:08,2019-12-16,00:00:08,-23.39,5931.67,0,0
2019-12-16T00:00:10,2019-12-16,00:00:10,-23.75,4968.49,0,0
2019-12-16T00:00:12,2019-12-16,00:00:12,-23.62,5198.30,0,0
2019-12-16T00:00:14,2019-12-16,00:00:14,-27.83,19366.46,0,0
2019-12-16T00:00:16,2019-12-16,00:00:16,-22.07,6287.36,0,0
2019-12-16T00:00:18,2019-12-16,00:00:18,-26.70,18796.22,0,0
2019-12-16T00:00:21,2019-12-16,00:00:21,-23.84,15594.76,0,0
2019-12-16T00:00:23,2019-12-16,00:00:23,-27.06,5850.83,0,0
2019-12-16T00:00:25,2019-12-16,00:00:25,-27.47,3506.73,0,0
2019-12-16T00:00:27,2019-12-16,00:00:27,-26.43,4158.33,0,0
2019-12-16T00:00:29,2019-12-16,00:00:29,-26.52,5696.48,0,0
2019-12-16T00:00:31,2019-12-16,00:00:31,-27.01,12217.40,0,0
2019-12-16T00:00:33,2019-12-16,00:00:33,-26.97,7501.60,0,0
2019-12-16T00:00:36,2019-12-16,00:00:36,-28.33,6402.67,0,0
2019-12-16T00:00:38,2019-12-16,00:00:38,-25.65,23462.04,0,0
2019-12-16T00:00:40,2019-12-16,00:00:40,-27.56,20670.95,0,0
2019-12-16T00:00:42,2019-12-16,00:00:42,-28.83,4815.36,0,0
2019-12-16T00:00:44,2019-12-16,00:00:44,-29.10,13060.49,0,0
2019-12-16T00:00:46,2019-12-16,00:00:46,-28.19,5200.35,0,0
2019-12-16T00:00:48,2019-12-16,00:00:48,-29.42,4761.65,0,0
2019-12-16T00:00:50,2019-12-16,00:00:50,-30.01,11385.44,0,0
2019-12-16T00:00:52,2019-12-16,00:00:52,-30.05,4897.00,0,0
2019-12-16T00:00:55,2019-12-16,00:00:55,-27.33,5098.58,0,0
